Algorithms,meanWinnerRank,rateTrueWinners,rateWinner<NULL,val_Mean²Err
"MyVoteSys <α=0.50, β=____, γ=____, First>",1.62,0.602,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.66, MinEntropy>",1.62,0.602,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinEntropy>",1.62,0.602,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, First>",1.62,0.602,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MaxVariance>",1.622,0.6,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.66, MaxVariance>",1.622,0.6,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxVariance>",1.63,0.608,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, MinEntropy>",1.642,0.642,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxEntropy>",1.642,0.642,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxEntropy>",1.642,0.642,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, Last>",1.642,0.642,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, First>",1.642,0.642,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, Last>",1.642,0.642,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinVariance>",1.646,0.666,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, MinVariance>",1.658,0.658,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxEntropy>",1.672,0.66,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, Last>",1.672,0.66,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, Last>",1.688,0.65,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxEntropy>",1.688,0.65,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, MinVariance>",1.688,0.632,0.0,
PreferentialBlockVoting,1.968,0.5,0.0,
InstantRunoffVoting,1.968,0.496,0.0,
SingleTransferableVote,1.98,0.496,0.0,
"MyVoteSys <α=0.50, β=____, γ=____, MaxVariance>",3.004,0.396,0.028,
"MyVoteSys <α=0.80, β=____, γ=____, Last>",3.004,0.396,0.028,
"MyVoteSys <α=0.50, β=____, γ=____, MaxEntropy>",3.004,0.396,0.028,
"MyVoteSys <α=0.80, β=____, γ=____, MaxVariance>",3.004,0.396,0.028,
"MyVoteSys <α=0.66, β=____, γ=____, Last>",3.004,0.396,0.028,
"MyVoteSys <α=0.66, β=____, γ=____, MaxEntropy>",3.004,0.396,0.028,
"MyVoteSys <α=0.80, β=____, γ=____, MaxEntropy>",3.004,0.396,0.028,
"MyVoteSys <α=0.66, β=____, γ=____, MaxVariance>",3.004,0.396,0.028,
"MyVoteSys <α=0.50, β=____, γ=____, Last>",3.004,0.396,0.028,
FirstPastThePost (but without tactical voting),4.066,0.292,0.06,
"MyVoteSys <α=0.80, β=0.33, γ=____, First>",4.66,0.432,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinEntropy>",4.66,0.432,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxVariance>",4.67,0.426,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinVariance>",4.672,0.424,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxEntropy>",4.676,0.422,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, Last>",4.676,0.422,0.0,
bestVoter,5.216,0.164,0.118,13620.0166015625
