Algorithms,meanWinnerRank,rateTrueWinners,rateWinner<NULL,val_Mean²Err
"MyVoteSys <α=0.66, β=0.33, γ=____, First>",1.124,0.888,0.0,
"MyVoteSys <α=0.66, β=____, γ=____, MinEntropy>",1.124,0.888,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxVariance>",1.124,0.888,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinEntropy>",1.124,0.888,0.0,
"MyVoteSys <α=0.66, β=____, γ=____, First>",1.124,0.888,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxVariance>",1.126,0.887,0.0,
FirstPastThePost (but without tactical voting),1.195,0.856,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinVariance>",1.222,0.827,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, Last>",1.222,0.827,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxEntropy>",1.222,0.827,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MaxEntropy>",1.222,0.827,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MinVariance>",1.222,0.827,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, Last>",1.222,0.827,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, Last>",1.226,0.825,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, First>",1.226,0.825,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, MinEntropy>",1.226,0.825,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxEntropy>",1.226,0.825,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxEntropy>",1.226,0.825,0.0,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinVariance>",1.226,0.825,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, Last>",1.226,0.825,0.0,
"MyVoteSys <α=0.50, β=____, γ=0.80, MinVariance>",1.226,0.825,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, MinVariance>",1.327,0.757,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinVariance>",1.327,0.757,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=____, Last>",1.356,0.74,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, Last>",1.356,0.74,0.0,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxEntropy>",1.356,0.74,0.0,
"MyVoteSys <α=0.50, β=0.33, γ=____, MaxEntropy>",1.356,0.74,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, First>",1.372,0.811,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinEntropy>",1.372,0.811,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxVariance>",1.379,0.81,0.0,
"MyVoteSys <α=0.66, β=____, γ=____, MinVariance>",1.404,0.73,0.0,
"MyVoteSys <α=0.50, β=____, γ=____, MinVariance>",1.404,0.73,0.0,
"MyVoteSys <α=0.80, β=____, γ=____, MinVariance>",1.404,0.73,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinVariance>",1.477,0.741,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, Last>",1.506,0.724,0.0,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxEntropy>",1.506,0.724,0.0,
"MyVoteSys <α=0.50, β=____, γ=____, MaxVariance>",1.748,0.607,0.003,
"MyVoteSys <α=0.66, β=____, γ=____, MaxVariance>",1.756,0.604,0.003,
"MyVoteSys <α=0.80, β=____, γ=____, Last>",1.76,0.603,0.003,
"MyVoteSys <α=0.50, β=____, γ=____, Last>",1.76,0.603,0.003,
"MyVoteSys <α=0.50, β=____, γ=____, MaxEntropy>",1.76,0.603,0.003,
"MyVoteSys <α=0.66, β=____, γ=____, MaxEntropy>",1.76,0.603,0.003,
"MyVoteSys <α=0.80, β=____, γ=____, MaxEntropy>",1.76,0.603,0.003,
"MyVoteSys <α=0.80, β=____, γ=____, MaxVariance>",1.76,0.603,0.003,
"MyVoteSys <α=0.66, β=____, γ=____, Last>",1.76,0.603,0.003,
bestVoter (Dictatorship),2.592,0.425,0.002,6214.65185546875
